Substrate_ACC,Substrate_GN,Cortex_1,Cortex_2,Cortex_3,PDGFRA_4,PDGFRA_5,PDGFRA_6,PDGFRA_7,NTRK_8,NTRK_9,NTRK_10
Q9Z277,Baz1b,472417.1882,496760.2109,501084.7362,638676.072,631013.8179,617399.1295,574111.5691,665764.2751,763983.8097,577276.4593
Q9Z277-2,Baz1b,474583.9188,495339.3236,498788.8555,644984.8047,638943.196,614038.0013,571581.7038,661549.6746,766462.0471,568074.8287
Q91YE5,Baz2a,100942.405,113393.376,104537.8194,148466.4655,155078.9313,145672.4549,141237.6999,133906.1617,139837.1894,113416.6287
A2AUY4,Baz2b,77414.72289,82287.07486,84463.09088,108031.9782,106354.6149,105547.284,95415.02138,93120.10274,92530.73974,88649.15315
Q924Y0,Bbox1,34509.50704,37531.81154,35581.74431,54475.02794,65145.88657,36259.35638,46744.27975,34124.10615,34479.39723,37986.88056
Q3V3N7,Bbs1,445905.8763,426262.7947,431411.9433,341239.6406,405950.4585,364815.3977,373263.349,321627.6231,357934.0557,337968.7975
Q9DBI2,Bbs10,19904.20232,17392.42265,22178.88954,23628.76574,26293.95625,21863.70287,21055.37829,22305.2866,22633.03124,22333.47883
Q9CWF6,Bbs2,276010.6771,275316.7003,275445.0977,238823.8611,282221.2199,253159.61,229969.5362,241856.9917,232952.2066,237414.9856
Q8C1Z7,Bbs4,158998.956,154439.8261,161481.4092,118726.9496,147565.7408,121552.2559,114791.2946,113755.7159,116083.3454,130931.7169
Q9CZQ9,Bbs5,76802.0901,77639.39977,78074.00693,59722.2837,64116.36211,57319.19501,61757.75166,56106.57387,56210.77459,57759.31687
Q8K2G4,Bbs7,314467.6051,314453.7249,314417.8475,278270.9664,310337.7396,289283.9543,287947.4705,249677.3293,264054.0662,276491.9782
Q811G0,Bbs9,140417.7829,146163.8849,134499.7168,111061.2803,123484.0743,120079.5736,113082.5997,106125.8799,109050.9732,112775.0812
Q811G0-2,Bbs9,140417.7829,146163.8849,134499.7168,111061.2803,123484.0743,120079.5736,113082.5997,106125.8799,109050.9732,112775.0812
Q8VBW5,Bbx,157241.4889,159870.8824,158365.4061,207220.9422,211430.0688,210139.0281,190673.0549,190319.0131,197519.3231,167406.9932
E9Q5E2,BC005561,156835.8989,147193.444,144648.3336,187797.1857,197302.8004,192479.5591,181771.7104,195735.9781,229922.4161,178434.878
D6RDS0,BC017158,69644.94813,67128.27402,72896.22553,69171.14039,76089.4433,68123.48228,63836.06517,65755.35723,66152.6049,65846.24613
Q3TYW3,BC023829,82689.35559,87174.45385,86117.8589,82809.86886,84531.08426,81839.84005,81415.0168,86991.38055,89843.29182,85698.08154
J3QPC3,BC024978,107480.0701,103291.6096,107558.0979,96668.32759,93333.07855,99976.33766,93786.77049,94106.10263,93509.23644,94172.59208
Q8R2U2,BC027231,118250.8032,113895.8165,117021.3845,168043.4867,179566.9708,169176.3731,149242.4456,165369.6893,169352.4243,129981.7429
A2AJ30,BC029214,84326.02081,76207.1813,71173.63953,61980.58074,65828.79617,61949.39258,59505.01151,61541.3108,59913.10625,51435.98007
A0A087WP46,BC034090,35125.00881,36808.73692,38370.3554,39503.41121,34502.58231,36489.66259,32702.69398,41271.0106,39885.47519,41239.75968
D3Z5F2,BC048403,171294.9199,186048.0008,171556.2403,167695.496,169306.6453,163584.852,152164.3665,146773.4326,152456.3065,159612.6749
E9PV26,BC068157,434172.2338,442977.9469,481469.3179,302539.4297,333616.4808,296782.7363,328004.6694,339765.8865,366029.8355,298201.2848
Q61361,Bcan,18835422.66,18204533.68,18889973.45,16090205.33,16394944.1,16619327.07,16841934.81,17191016.7,16891426.9,16831833.06
Q61334,Bcap29,574808.9398,562807.3112,602751.4075,526857.7422,572458.4212,554347.519,513857.8937,507363.3497,520335.305,483170.2754
Q61335,Bcap31,2033354.812,2232270.711,2100549.598,2825067.921,2763633.781,2842234.767,2321266.546,2473799.885,2453015.945,2379152.622
Q61140,Bcar1,493298.5761,466652.9672,480026.5618,492494.028,493464.7106,484511.2095,490054.7784,367206.0518,379281.47,410280.403
Q61140-2,Bcar1,493298.5761,466652.9672,480026.5618,492494.028,493464.7106,484511.2095,490054.7784,367206.0518,379281.47,410280.403
Q9QZK2,Bcar3,269241.5452,267646.4797,248847.1583,187444.9933,190709.4171,172294.7239,162877.3249,188951.1346,187573.4864,208977.6399
E9Q8Q5,Bcas1,5711479.739,6123509.144,5649737.242,18045786.03,17851470.62,17712787.96,13206085.78,4895403.574,5583971.794,7586141.216
Q9D287,Bcas2,298316.8491,297339.9051,294074.9384,329384.828,337508.6896,320775.8832,317237.6823,376909.7153,377905.4055,312286.9773
Q8CCN5,Bcas3,330899.8116,325674.1572,329726.6842,229917.1376,241023.4479,235228.914,243581.0799,186693.8702,190345.5933,217881.6416
B1AR74,Bcas3,329055.0729,325765.7015,331286.7663,228294.6094,240060.1181,235164.6466,244348.4521,187224.1039,191503.0031,217861.0784
Q8CBC8,Bcat1,2293361.812,2318105.935,2276528.327,2369394.66,2361962.234,2119043.604,2138519.501,1484530.054,1520582.413,1855517.203
O35855,Bcat2,365714.4102,350123.4214,335052.5262,396704.6954,382088.0335,405007.2894,350951.4121,299846.4266,275872.4896,326842.3978
Q9CWI3,Bccip,107898.0642,107430.7175,111530.7834,120848.2454,120554.0362,125603.5897,126697.0959,146953.218,153267.0744,118362.8518
P50136,Bckdha,1013081.623,1002255.583,1022508.885,913586.4572,916713.5901,901873.5888,862049.6979,968947.3234,911987.8413,901554.9959
Q3U3J1,Bckdha,1007989.075,1001565.604,1018068.462,917193.4959,916080.318,902504.1789,858218.62,972651.8889,913391.3127,907808.5488
Q6P3A8,Bckdhb,1160397.804,1122269.489,1178458.061,913807.5037,969435.1245,962074.3752,977578.1632,943676.8943,974343.3656,935315.981
O55028,Bckdk,1313551.544,1321926.45,1297135.155,1075420.09,1129203.312,1058275.276,1058349.793,1110931.559,1176791.244,1021218.665
Q9Z0H7,Bcl10,84903.4272,83478.88702,97328.32992,92724.55012,88413.42043,97428.87557,99610.55926,104263.4134,114990.4885,88229.80202
Q9QYE3-12,Bcl11a,78875.07247,69216.42362,81109.31838,29924.78592,27979.57727,31588.84543,36549.11893,30831.82701,32451.45454,35178.21399
Q9QYE3-13,Bcl11a,78732.73151,81507.12642,85580.33294,59237.24167,52958.99005,52914.36326,56263.22105,54607.31197,49878.40937,55963.54167
P10417,Bcl2,20979.9855,21974.41396,20633.58271,17656.40381,18196.8781,17962.54136,18830.89931,18094.11277,20582.08131,17835.58483
Q64373,Bcl2l1,722746.9643,716897.3777,716561.9649,618113.7231,610561.3856,636176.897,583174.6013,575222.1999,547481.2118,527766.2313
P59017,Bcl2l13,1714878.781,1763814.016,1713218.887,1474650.896,1457157.882,1586276.289,1637327.499,1569716.556,1638270.508,1478996.485
Q9CXE2,Bcl7a,225024.5285,226949.675,227650.5877,216010.8893,214471.1677,217479.6654,217125.1813,200041.1754,207785.737,166112.0054
Q921K9,Bcl7b,226246.1764,199439.1147,214932.8937,282454.2361,303296.8916,258103.3391,259631.6932,283260.829,303356.4947,240081.5558
O08664,Bcl7c,92907.68967,89777.27285,96264.38337,117151.3426,103614.4527,109962.9528,120675.3441,121047.5206,144429.9127,110024.8017
Q9D219,Bcl9,98722.75977,98841.04248,96787.12205,89866.29294,95285.5658,93801.67284,97399.95534,96059.83359,101869.3399,87283.06007
Q67FY2,Bcl9l,133052.0244,131256.2321,127142.2181,144165.7125,135050.5861,147487.4746,139291.7997,185996.2382,174216.9758,158931.4589
Q8K019,Bclaf1,802814.105,873091.7804,841246.7586,1196104.889,1182159.137,1218510.938,985948.3625,1426840.488,1321444.393,930688.7268
Q99NF1,Bco2,22343.02381,25988.33638,25934.93611,22408.11748,20548.06142,21162.5014,22157.44028,26138.84039,27095.33004,29665.02764
Q8CGN4,Bcor,74039.06854,71407.80088,75374.71645,94116.15401,102750.1092,95496.07566,89398.18587,84251.28624,90085.98627,70615.94104
A2AQH4,Bcorl1,44818.14544,44102.80861,40169.04343,40288.74455,37348.09711,34933.75382,35863.09177,41591.52214,37932.75624,38082.32032
Q6PAJ1,Bcr,1695609.376,1804857.771,1668382.489,1178999.05,1260676.119,1156166.148,1234897.465,1208208.271,1123967.548,1235960.92
Q8JZV9,Bdh2,117240.9269,121179.4684,102421.7201,135908.1204,135090.8698,118429.7018,126500.0498,100703.6386,99637.27893,124789.6679
Q571C7,Bdp1,16816.53653,20286.21477,19235.40424,15050.63452,16519.11159,17452.49782,18064.92097,18643.59968,19747.75435,18481.33205
O88597,Becn1,481228.0373,576292.4499,583292.2747,468407.5502,474543.7135,475681.8889,481580.7342,422707.851,427301.4303,447223.6186
Q6PAL0,Bend3,77596.39264,72656.89389,79737.07477,77163.22947,80848.20587,74769.75288,75161.28401,86068.64864,91495.18346,73052.6448
P86174,Bend4,35301.74323,28086.63398,35811.52456,28288.659,27852.69865,32331.93677,30329.38714,33893.36425,36469.30244,30852.80509
O35623,Bet1,96920.64388,92027.61623,99449.1438,103477.0903,103886.5151,109317.0982,110538.2095,103837.7407,114659.4244,103137.1569
O35153,Bet1l,110305.7722,102295.0775,112795.5706,116169.5098,108300.2717,132446.8208,112176.3364,141565.9908,145765.8639,124984.0497
Q9R224,Bex1,40848.20767,62238.34953,49558.98538,49661.45233,87871.6538,36325.15086,24614.58539,62529.53774,70644.16485,31962.10845
Q9WTZ8,Bex2,25535.18291,32174.51972,30189.62272,28047.61139,33964.48795,22797.64953,20324.70804,31471.46942,34925.82111,20702.55571
Q9CWT2,Bex4,102998.2516,120136.9277,107454.385,119255.4833,127144.9027,104520.5447,120329.0912,148254.0544,154829.3275,107791.3553
Q8R079,Bfar,108429.2983,106926.0882,105350.6909,107575.8963,108120.0384,110533.4224,108854.9265,137444.6617,141365.9431,126920.6163
P28653,Bgn,212398.7961,226984.2768,195164.5449,135316.3871,173640.3688,139971.4653,126270.8495,168229.1633,197634.5041,148067.5493
Q8BGW3,Bhlhe23,44079.5564,32018.39197,35666.9245,41324.31742,29173.2469,29673.78361,42652.77341,28647.30005,25262.28669,31537.86248
O35185,Bhlhe40,63786.99337,62481.28225,64633.45449,74132.10826,65381.16815,81619.00715,69117.73164,77826.83309,73829.87046,72365.04244
Q99PV5,Bhlhe41,103762.1636,99180.46281,89605.44394,109878.3506,97607.23632,100770.7049,98599.18166,111447.9638,113098.9665,104475.08
Q99MQ1,Bicc1,23633.53067,23991.19902,23293.1539,34377.62522,36001.1901,35024.00962,30876.59331,33050.58075,34684.88391,31646.91098
Q8BR07,Bicd1,169563.493,177024.881,175207.3551,197693.9609,203375.6348,207173.4374,180042.0559,207095.6021,203802.9544,180941.8211
Q8BR07-4,Bicd1,168653.8651,175699.6785,174944.4958,196055.0037,203187.0751,208526.2182,180108.5719,209473.1479,205010.0579,180702.0304
P70444,Bid,156744.3012,158941.9203,162893.1696,171547.1766,165155.1206,178911.1493,174055.258,183330.8917,182712.0297,172381.621
O08539,Bin1,14421644.56,14149301.96,14591779.18,10045232.37,10146872.61,9886534.303,10059125.2,7581752.007,7494347.245,8805355.425
D3Z6Q9,Bin2,1533292.433,1460224.556,1563241.595,2325243.818,2232612.495,2332057.106,2114319.334,2180406.745,1883479.903,1998946.562
Q9JI08,Bin3,137193.3531,132890.1007,133369.7853,175928.2975,178948.9334,163995.3251,159949.1797,210559.1843,159832.9975,166466.8997
Q62210,Birc2,188123.2324,195319.6347,194368.0484,180334.8177,170920.7706,184592.6608,169816.7029,190531.056,188151.87,192083.5195
O08863,Birc3,38192.99088,37946.88697,39406.30252,36198.83449,30983.19538,39187.88603,33529.54503,39344.2841,35254.74417,41027.4985
O88738,Birc6,742471.9551,759834.6097,740985.3796,769870.26,781434.3335,804514.7083,729460.3749,786676.4088,826360.9954,705373.078
O88738-2,Birc6,741719.0478,758251.7533,738935.7478,771136.6362,783185.0828,805256.366,728561.361,787885.8661,829128.5144,705299.8305
Q8VD62,Bles03,343212.4833,325888.5906,334991.5855,250093.2125,258290.9448,248909.4038,283748.5361,248600.9187,263657.5834,266364.2286
P16277,Blk,1115110.118,1066929.808,1088536.927,1046607.437,1062117.616,1006521.478,1049403.045,1256400.088,1247202.113,1108917.473
Q8R016,Blmh,4118440.958,4085507.103,4048724.648,3623250.379,3595025.866,3748975.852,3771251.161,3166756.585,3370619.412,3213406.461
E9PY26,Blmh,3378526.461,3424669.763,3407769.395,3258037.698,3207742.758,3409761.465,3199432.115,2758886.099,2893661.602,2870885.717
E9PZH4,Blmh,426179.2458,446953.9525,426366.8866,387240.5565,388403.9563,393402.6296,389955.8325,359240.1361,367346.0286,355167.6689
Q9QUN3,Blnk,126901.8932,134317.5662,136107.9541,152607.3282,142225.0999,163637.162,140144.7893,114528.0989,115826.6633,116376.4231
O55102,Bloc1s1,160475.5286,155055.7304,163407.8525,200753.9593,197265.1893,214713.3113,189432.3162,228431.1045,206973.6043,205780.5465
Q9CWG9,Bloc1s2,299458.5934,292064.6841,292107.7687,343601.9817,339063.3901,337390.0827,303608.9328,371898.0409,351735.5116,348802.1297
Q5U5M8,Bloc1s3,35233.11097,44978.38302,37462.39001,46430.54965,49519.48848,41538.62964,38797.00401,45991.16506,41942.70812,43122.74754
Q8VED2,Bloc1s4,144838.6238,146982.3851,146204.7176,159518.7769,162036.4589,163169.6461,160800.2347,182044.2494,167035.4403,157815.1137
Q9R0C0,Bloc1s6,82947.58835,78677.72716,87719.59229,93706.3285,97009.07113,106363.836,105611.6705,113947.6881,124826.0097,103005.1703
Q9CY64,Blvra,806911.7278,791174.7132,772016.3796,797093.5108,816867.6155,740076.6116,716046.0943,681185.7511,702204.1353,669494.5208
Q923D2,Blvrb,1002951.416,1037752.993,1007549.307,950314.9012,940708.5016,900570.3742,886363.3173,943992.8471,884982.3027,936852.0475
Q8R2X8,Blzf1,187940.5036,171612.9472,188007.4896,239671.6483,244560.7223,221711.7469,221352.6289,245794.1614,225951.7048,192396.5958
Q91Z96,Bmp2k,370487.5875,359718.6599,353562.4941,431636.646,411893.0825,441857.8158,420854.8902,403909.8917,373651.156,400916.0293
P23359,Bmp7,40427.73339,43331.92246,42690.41125,50043.32779,47199.7601,47259.67052,47120.78877,61909.50334,62016.82705,63967.85697
P36895,Bmpr1a,84406.05072,84148.64819,82995.4251,82366.93908,77033.3607,84686.68083,86305.38826,75864.80688,86873.65615,85228.54231
P36898,Bmpr1b,31065.73156,32780.13488,34047.14515,30227.39739,32860.55664,36487.89041,36422.14853,29147.50157,35872.22249,41667.94202
O35607,Bmpr2,524884.8952,523916.2359,556466.1135,382298.5553,400116.5023,382199.8412,402752.3233,380851.1781,384602.9537,378020.8778
Q6QD59,Bnip1,494552.834,515161.7476,510142.7755,555386.5046,506651.6526,589671.4358,486706.952,506310.5609,486222.4112,569172.5824
Q9Z2F7,Bnip3l,112942.0962,103202.1589,113173.7516,91596.96052,90828.76952,97845.29303,97893.33428,83135.39151,79612.70027,80447.87365
Q6AZB0,Boc,58036.05716,48019.37842,52266.58364,39812.65207,42707.2585,39661.39856,38834.49669,51438.47332,41875.60908,41711.88465
Q5SQY2,Bod1,81575.35183,83331.36048,81445.27207,77047.6676,78390.53535,74237.44365,80549.66318,77884.51833,82145.69693,75098.93279
E9Q6J5,Bod1l,257968.7842,267927.2776,264240.9559,327705.5332,329611.5649,335130.4271,301977.9067,355890.0527,381063.4365,287032.4913
O35425,Bok,70766.82717,63956.6522,63193.53656,43608.20549,49593.93192,50986.65316,53178.82749,46646.05094,44563.46596,41400.6148
Q9D8S9,Bola1,226284.2514,250279.9362,237572.2279,226177.6742,239462.4933,212210.0433,190334.4391,234644.5834,245223.7119,192830.0682
Q8BGS2,Bola2,514517.459,533958.3051,549792.8497,647642.1715,579154.4358,640393.1616,585055.7984,703524.0017,612907.961,582649.8736
Q8CEI1,Bola3,285692.3048,320445.8309,312820.3098,267881.8768,292475.2553,240536.6175,217203.421,252756.753,234097.369,232742.9634
P15327,Bpgm,238566.6372,263577.746,258690.6071,344908.694,331274.3015,343689.4817,298339.7639,252897.1574,217471.2888,237013.8303
Q9Z0S1,Bpnt1,833237.6704,793491.4352,817031.9535,751804.3789,760834.5058,742295.2296,775223.6812,623408.855,669224.6999,645950.0102
A2A653,Bptf,55092.50304,53967.58812,58777.13223,66895.67568,68144.31796,69819.63019,65748.91491,73430.26192,88415.98865,61487.64231
A2A654,Bptf,353736.4788,366167.6397,372663.1507,432123.2428,444082.8176,431072.686,405585.7176,461450.5711,527196.7704,397897.6289
P28028-2,Braf,863658.1589,796707.3142,849205.4287,553020.0442,616606.0244,572314.0516,615963.1192,535699.3695,490775.2307,539158.8997
F6SZ47,Braf,1072686.943,1032800.481,1048560.404,642665.174,683897.1732,656291.8054,680544.3698,575062.5768,532380.1612,633547.2221
Q99MP8,Brap,250338.1409,248231.6315,254165.1457,233252.4561,236768.5333,249215.286,228397.893,228457.3682,226874.2726,205928.8425
P46737,Brcc3,91800.68196,81722.35921,92937.65561,64470.20081,72466.06726,71960.01005,71980.99719,59896.68339,81104.96919,67696.7842
E9PZ26,Brd1,98125.36817,99069.39309,102351.9493,127694.8815,131807.0027,123662.4408,114039.4967,147326.8131,141068.7099,116338.068
G5E8P1,Brd1,102790.2289,100445.95,104312.0414,128449.8698,126249.3336,123275.6128,114915.9905,144336.6765,139969.8274,115668.1604
Q9ESU6,Brd4,263169.4169,268585.1159,279079.4737,323979.9265,320362.1694,332490.2747,318202.568,366701.9394,377672.7891,306572.5499
O88665,Brd7,137360.9635,139264.9908,147987.1003,158897.389,170312.5684,170679.4202,173046.8105,196502.8916,222750.0442,155019.4053
Q8R3B7,Brd8,89091.10888,88303.03497,86451.25212,98582.28556,100433.0911,98529.89226,95350.79508,117097.432,112650.0615,98844.4091
Q3UQU0,Brd9,159008.7617,145172.8801,156376.3674,157355.7595,161918.8727,165796.6578,170816.3402,156554.365,157215.4526,138749.1343
Q8K3W0,Bre,419930.5221,404025.0154,413492.4527,337437.2249,339537.4139,352607.6672,353413.5366,326757.0664,327736.8089,333290.4014
Q8CFK2,Brf1,69597.55731,82063.01672,81939.31574,108227.623,109018.6032,107591.2683,102909.9799,107525.5817,117681.2886,94853.78519
Q8BXV2,Bri3bp,111462.2494,117614.0258,117265.3051,100308.0081,97096.32118,102194.9146,104799.2787,98068.63024,104428.3061,102188.7093
Q99N20,Brms1,18460.56628,18484.92253,20575.30871,19806.12321,16766.6042,21682.21053,17885.44603,26855.762,22423.84731,19010.87549
Q3U1T3,Brms1l,66301.57181,63696.2019,68258.88319,75726.18843,74013.49331,74898.75267,73712.81755,98392.1931,94569.45175,70327.09983
Q8K2Q7,Brox,543064.7868,560989.0022,576203.6635,727762.9822,680988.242,758790.4752,673134.3497,598711.7762,670024.0157,558489.3822
Q3U109,Brpf1,127755.3005,129020.2004,126520.6263,155311.7059,160334.5614,145644.993,141890.1775,186459.698,189046.1438,140907.1598
B2KF05,Brpf3,55138.66441,63590.35612,58495.47992,73529.57321,73564.47136,67928.40486,70556.78964,77373.16435,83959.95751,66495.69913
Q69Z98-2,Brsk2,1742891.62,1764645.05,1652744.679,945995.1948,1022332.331,916182.5412,991669.9858,644108.3764,658554.2174,812709.663
G3UWV4,Brsk2,1747278.04,1763368.855,1640922.227,955084.0404,1026719.635,912383.0576,949059.7075,641215.7683,664624.5829,810361.1418
Q921C3,Brwd1,100492.4172,97578.75432,100665.7885,94350.94295,107112.9207,92666.58743,99262.87037,93010.77002,98101.90469,85822.9401
Q9Z2E9,Bscl2,64094.92761,61241.12346,64372.27069,62394.4509,58845.38063,67342.61711,64197.95931,56292.31247,58193.21347,55273.0029
Q80Y55,Bsdc1,399427.8171,411414.1534,402820.2267,358330.1784,358323.8646,346423.5387,314901.2592,317957.1355,306160.8022,304010.3903
P18572,Bsg,1105962.84,1075843.423,1155376.421,893460.7157,850778.9099,880628.2418,909420.5245,863029.0207,780205.8174,897339.9183
E9QAE3,Btaf1,138008.2126,137297.0453,139069.0198,176195.1456,165846.2648,179381.1776,167168.9701,184383.8974,195575.7277,166542.3059
P58544,Btbd1,117404.0471,125110.6085,128169.899,111102.8847,111625.4983,114953.3652,114602.01,125935.3798,122300.5891,119399.003
E9PUS2,Btbd2,77713.35244,81903.29678,83661.41667,74015.06555,72990.91225,81292.89867,75349.62034,81511.71917,77564.20118,79244.39103
P58545,Btbd3,543972.1667,544484.4109,565052.4446,518726.6706,533474.506,612258.5016,560520.6584,489413.2767,449989.5106,496812.0657
Q8CFE5,Btbd7,39739.21778,37580.85915,38524.98558,41776.50416,41458.12012,39890.94119,38351.11626,46330.70918,42913.24122,44233.72367
Q8C726,Btbd9,153318.148,154228.8257,149097.881,141790.0531,154130.909,162745.1017,161213.8563,155805.4316,156107.96,142781.1083
Q8CIF4,Btd,115843.0225,124808.1291,121387.5429,166882.8848,151924.0417,166429.4438,155103.2269,138595.064,133147.1775,140505.7518
Q9CQH7,Btf3l4,921115.2807,958224.0522,929950.6119,1005723.759,972133.8258,1052223.021,919193.7479,1156249.549,1091498.623,986325.3596
P62325,Btg1,52024.30187,44207.66399,48613.57828,53601.89933,52306.46062,60698.1587,55232.72334,54120.02836,56649.60675,46386.05058
P35991,Btk,213310.9215,197430.8559,197248.2752,294630.5593,275446.7977,335671.0513,277250.2293,270917.7595,260837.7884,284711.2073
Q3ULA2,Btrc,147817.1126,153468.2404,147735.1552,153911.7403,160416.576,167070.0893,148238.698,167823.727,169844.7303,150102.1983
Q9WVA3,Bub3,191343.5972,204101.0107,210033.9418,230425.7204,243064.0771,238473.1659,227702.5373,262351.1508,250705.0058,213807.7548
Q8R149,Bud13,114196.5692,115403.4355,113555.4377,128725.2859,126843.9587,116209.5083,112025.0499,131359.638,133224.1473,110724.022
Q6PGH1,Bud31,110995.9231,182645.1734,137828.366,220178.8722,367289.1251,252599.2715,117697.2447,427083.4793,315438.2941,142872.4096
Q7TNF8,Bzrap1,63846.14861,59723.91348,58919.26212,41799.32445,41081.4416,40785.07476,43127.19024,48480.53902,50064.15974,43597.11013
Q9JJ06,C1galt1,43399.0607,41373.2753,47051.08877,53441.97377,63529.90903,60984.02392,55766.03719,60490.4586,57789.6193,53997.46489
Q9JMG2,C1galt1c1,42882.9356,44795.49182,44257.19309,53917.69986,57219.95128,53672.80079,46234.84285,50861.18981,51125.4227,54304.64078
P98086,C1qa,477358.6906,411943.6561,433696.3375,629651.9007,625248.7595,723069.0431,622274.6841,569587.8365,412410.2534,569029.4003
O35658,C1qbp,1930067.592,1945193.126,1954980.543,1654032.963,1706696.701,1667853.005,1621040.544,1634640.261,1550714.147,1544394.073
Q8R5L1,C1qbp,3422426.494,3476768.284,3482044.873,2910508.563,2988179.188,2913692.034,2885852.082,2880532.317,2719597.935,2710516.843
Q9QXP7,C1qtnf1,24388.14466,23943.54732,21816.43328,26435.1079,28752.3243,29087.41603,26136.30284,27635.69594,24691.63992,26007.89764
Q8K479,C1qtnf5,59860.75824,61982.22127,57514.18895,61043.61051,67269.60819,55355.84808,51388.19945,44810.6623,45652.24903,48565.12482
Q8CG16,C1ra,27778.00557,26123.15256,23652.38851,23553.95811,25574.25178,23837.95169,27826.22272,25389.73672,20258.00395,24186.11881
E9Q6C2,C1s1,65356.16035,59957.21124,57806.12006,71884.45837,77804.41647,69645.0391,63611.40645,81534.29209,62735.42943,71480.63916
E9Q3C1,C2cd2,137639.2365,130331.0008,134050.6158,128919.1205,129820.5272,123307.4101,123219.6947,106635.1619,116682.6764,119030.0581
Q52KB6,C2cd3,68782.61015,66443.58027,66142.76517,69650.4259,65341.40544,73252.49677,70617.51998,81117.3083,84595.25012,73612.29197
Q7TPS5,C2cd5,1029466.55,963941.695,981291.4709,653428.1374,718327.0896,665858.1374,741922.1857,602046.0194,636260.5186,656038.6075
E9Q5L4,C530008M17Rik,345438.8262,336722.1623,363961.7667,380924.8648,381589.3734,368099.2358,372488.5879,479646.1006,476521.6167,356368.7527
Q3URQ4,C78339,69955.84519,81567.22742,70606.46308,72073.72987,63021.45035,70932.64069,60373.96489,68666.46746,54032.62787,76041.74095
Q9D6N1,Ca13,70638.61973,71644.50509,66388.25897,91718.24714,80411.19866,79269.82231,76560.53971,103887.3563,103022.3425,91489.29838
P28651,Ca8,116317.977,106841.0857,111771.4729,329383.2597,247361.0029,108533.6666,124169.5438,134960.6125,144372.7175,115476.477
Q06138,Cab39,3561218.608,3488679.491,3506243.81,3230866.591,3228438.404,3073935.27,3028398.868,2525283.166,2671368.771,2722984.29
Q9DB16,Cab39l,1038653.803,1105638.804,1082010.16,1101578.115,1268447.591,1001633.566,898346.6932,758475.2227,806797.0026,844395.915
G3X8Q1,Cabin1,138915.2638,142574.5046,139629.5213,146624.8358,150767.1207,147444.1957,140123.1397,145977.3819,156086.3879,132133.6037
Q3U148,Cables1,127045.6778,115353.269,121656.6328,70704.09486,75622.4675,71950.84298,72502.45453,79413.55613,80898.01513,76120.01699
D3Z1M4,Cabp1,111504.6816,101129.7974,94945.19394,55020.09249,53821.87987,51652.0415,52521.65535,48730.72748,48225.81696,49354.53922
Q6PDJ1,Cachd1,150397.6313,152405.5157,163049.7327,173125.1237,171341.5766,163409.2413,176689.8254,174922.8171,179637.7783,184699.2299
A2AIR7,Cacna1b,629338.1201,590391.6723,573109.399,290783.9897,317577.521,276786.1632,315375.1474,266335.0783,255927.5333,281232.6687
Q5SUF7,Cacna1g,70277.22878,68264.9449,69560.26391,60094.87538,63168.17658,57990.54925,63701.61146,45329.84303,50746.23081,68430.20192
O88427,Cacna1h,55421.5789,51630.32933,58696.1569,58605.32827,60273.09381,60305.89753,59347.6892,53557.79533,53765.67737,52610.40564
O08532-4,Cacna2d1,4049289.747,3610075.081,3891879.665,1588629,1939300.543,1567534.168,1978819.92,1469652.267,1440625.966,1754643.236
Q6PHS9-2,Cacna2d2,808856.3366,807825.7627,805510.5057,569362.6409,788886.1864,478838.2998,600504.2938,377361.2861,453623.3227,549340.953
Q8R3Z5,Cacnb1,945060.5335,934028.6523,901708.7904,447945.173,442509.4522,427228.1352,530384.5283,396507.6674,360331.7358,453953.2074
A2A543,Cacnb1,942179.7992,932008.5078,900736.8366,453296.0744,442435.5755,428007.226,531244.7278,396650.6496,360076.9443,454807.7885
Q9JJV4,Cacng4,29655.29629,31032.97328,30708.17711,25382.4102,26540.01221,22780.86626,23990.34768,28246.95225,25802.41258,26038.20862
Q8VHW2,Cacng8,1437521.018,1285579.544,1401974.274,1023335.596,614778.3116,783667.6892,1424880.897,997366.2522,738642.0559,1060733.286
Q9CS00,Cactin,150813.7033,155683.3177,152538.4119,181757.3311,174512.3505,179005.699,170109.7084,214309.8628,213158.5067,168144.0561
Q8R0X2,Cacul1,102541.5639,105026.4161,106488.6504,104889.1705,98096.4764,102726.9427,100249.9972,100403.9825,101124.6888,87328.4791
Q9CXW3,Cacybp,5171671.32,5250350.38,5841524.11,6977105.625,6616152.096,6847432.908,6904717.222,7486464.492,7212558.907,6478788.092
Q8R5M8,Cadm1,1736117.43,1648950.989,1951684.454,887848.0301,931506.3614,854175.9998,1005266.629,856296.3506,844043.2207,914276.2246
Q8R5M8-4,Cadm1,1694980.065,1630759.56,1917160.92,906625.8001,936814.59,860154.1803,998962.9239,866078.0238,847060.3895,921925.7453
Q8R464,Cadm4,3174455.993,3251416.816,3371704.05,2942287.344,2878768.361,2816109.536,2748662.251,2299356.187,2475484.734,2647528.74
Q80TJ1,Cadps,5317467.332,5350907.831,5024715.016,2973397.469,2901998.616,2751819.632,3393612.383,2159223.79,2220319.054,2920209.959
Q80TJ1-2,Cadps,5315126.215,5332998.694,5026636.877,2966489.768,2905353.225,2754199.127,3396040.054,2162971.096,2222803.955,2920416.866
