Substrate_ACC,Substrate_GN,Cortex_1,Cortex_2,Cortex_3,PDGFRA_4,PDGFRA_5,PDGFRA_6,PDGFRA_7,NTRK_8,NTRK_9,NTRK_10
Q99L04,Dhrs1,1856307.194,1883415.669,1794840.845,3143790.492,2600430.384,3848280.069,2772245.164,3314011.204,2841784.692,3726276.558
Q8VBZ0,Dhrsx,97984.85432,106487.1473,101559.5159,139523.9529,137614.0321,135186.2095,136476.3338,164028.1786,179338.345,132464.1066
Q80VY9,Dhx33,111931.3918,111408.5534,118487.9327,147871.7377,144548.4063,148917.5262,148705.4577,183945.4314,195172.6302,146987.9723
Q6PE54,Dhx40,64152.38783,64503.84222,64817.05406,89773.48272,90147.94043,92678.88905,80766.87197,97050.42326,108199.5781,86543.15048
Q9JIQ3,Diablo,302322.5601,327322.2526,308732.8731,501903.5275,491180.2832,539290.6381,466591.3596,541329.2608,590486.8167,464200.9933
Q9Z207,Diaph3,66990.24512,73431.47995,74673.09782,107471.7632,105747.5027,109467.3975,100209.2007,132657.2952,147639.4968,100136.2122
Q8BTT6,Diexf,365158.6986,390906.7955,377175.9118,580022.7479,634581.0336,587297.1132,566780.0585,653076.0924,685331.7655,522040.2416
Q9D0D4,Dimt1,141492.7368,141493.516,152737.5887,215313.0115,217249.0698,217408.4793,200925.4159,249937.2838,270868.8737,190549.0032
Q9CSH3,Dis3,254483.1026,260801.9418,261069.6213,364632.03,355179.6643,372061.8155,351362.0595,415941.4464,455869.0708,353221.6498
Q9ESX5,Dkc1,295607.1378,319385.8903,318024.6091,463102.3416,438230.4493,476280.923,428473.9483,521382.6123,523842.706,407145.3694
Q8CFG4,Dmrta1,31245.75635,32125.07357,33969.90244,47496.42972,44917.43647,57487.77972,42483.159,55487.91125,53544.81974,43477.03829
Q6ZQJ5,Dna2,167602.6088,182494.9323,189987.5778,218350.0879,234401.332,224067.8496,219481.4328,274689.1917,269845.4379,205669.4523
P54103,Dnajc2,239254.5487,258295.6047,270592.5755,436152.2829,438271.223,411210.7997,393908.1478,452042.4441,494894.5992,387664.1426
Q91ZF0,Dnajc24,280919.807,278589.4988,309106.4774,402544.6139,363224.3698,373999.3626,310676.8656,471903.2138,462126.0923,345579.2603
A2ALW5,Dnajc25,48504.86091,56768.63587,55263.12783,71004.93123,75354.68915,75955.93879,71074.9767,89200.52668,90625.91069,76485.61746
Q91YW3,Dnajc3,498990.6284,518053.3245,524317.2012,705683.031,665076.0795,809507.8538,666415.2841,844625.1959,823168.1905,964296.1518
Q6NZB0,Dnajc8,749983.2111,738391.6057,767569.3272,960497.5115,994131.5153,913519.8354,880035.5095,1143479.917,1211390.196,829594.8226
Q91WN1,Dnajc9,300791.747,324168.6452,335745.7901,580692.8705,562328.5205,601189.0571,571058.77,810769.9906,796164.4188,564446.4513
J3QNW0,Dnmt1,230067.1829,239195.1917,242803.8517,364253.5006,399644.3649,362107.6421,337998.7211,441571.0968,521968.7921,335824.4191
O88508,Dnmt3a,124704.8969,141523.1904,143584.7669,267882.9014,265112.5057,269174.2895,225221.6409,400449.4633,455604.6478,246392.2323
Q80VJ3,Dnph1,200892.2619,268816.275,238553.7929,340539.747,365450.1196,321768.1771,291187.1175,388289.5559,357195.5517,265951.9302
Q8R2M2,Dnttip2,229935.2509,225705.4174,225735.4537,358664.8739,361934.1396,343824.2899,329369.4747,404231.3859,390723.3643,307650.7415
Q8BUR4,Dock1,364002.7634,385303.5866,379729.4739,503354.2656,478181.7864,517827.4002,467018.5956,588332.2962,616326.9915,506144.1975
Q9JMF7,Dolpp1,194513.489,185585.0792,186453.223,280241.9112,314867.8298,286373.4003,293593.4002,332973.8415,319259.5599,271199.5805
Q6XZL8,Dot1l,35431.66693,34929.45132,35015.63014,49491.86952,50076.42858,51733.51157,48090.23624,51048.47178,55207.55051,38635.15478
P58269,Dpf3,39664.77854,44028.81097,41528.75658,66368.75892,55950.32718,57121.45319,57151.97495,75264.00132,78441.25756,78387.89344
Q9D1Q4,Dpm3,561370.3846,560852.9641,525966.4675,860428.1214,852291.6843,848902.9696,764029.9358,923653.346,895648.1051,771992.4707
Q14AI0,DSCC1,23694.69167,24519.01899,25031.90247,41927.56183,46245.99299,44553.88825,42088.67748,53001.7947,55123.45928,38057.73063
Q8BLI4,Dse,38234.25923,51466.6453,37436.37866,95630.77539,68806.71547,100331.9,72158.75251,120189.8317,95478.65322,114271.3782
Q9CYC5,Dsn1,66074.87623,67713.59959,70316.33576,103978.6852,108364.1852,114132.5822,97390.40307,140594.3059,151306.0974,106630.8134
Q3TLR7,Dtl,17880.77558,23393.03741,24479.70789,41833.69878,42425.13309,54821.96114,44863.3734,72255.69333,74793.56675,39436.15955
Q3UIR3,Dtx3l,530188.4171,559310.4914,543849.3865,1137620.47,1082731.102,1256263.261,1198388.389,1628735.006,1393082.003,1484400.976
Q6NXK5,Dusp11,51580.44505,57100.06174,55759.9722,75800.4603,80508.89972,68972.44169,62441.30465,96913.85002,102531.7192,79104.26005
Q6PCP3,Dusp16,11098.20542,10544.72813,10499.58665,14545.51097,12759.67664,13367.03691,12897.77846,15211.53409,16926.66787,11710.44317
P51807,Dynlt1,334624.0097,356214.1232,350178.914,663706.213,646526.4377,697249.879,580849.7169,675291.0473,706425.6105,560370.4988
Q9ESD7,Dysf,415360.3258,426276.9313,419648.4247,565243.1684,562935.6415,557871.2337,472423.181,632183.8277,629379.4758,534325.4757
O35261,E2f3,157210.8989,155068.9873,161980.9539,219246.9567,218121.3042,217131.1731,212560.8252,249541.8531,250627.0575,189008.2689
Q61502,E2f5,99136.61385,106010.7517,111586.7907,191292.1992,201036.1387,203339.9137,198646.4503,243518.8614,271943.1844,204562.4768
Q9D903,Ebna1bp2,140798.9272,151810.5818,145945.3565,276251.3988,273319.4959,303496.1509,259172.0854,376397.2053,351343.8199,261288.2705
Q80Z60-3,Ece2,56928.92876,53915.48586,60377.71888,65838.90298,70966.97238,72189.66531,70706.92427,78908.79644,92437.92441,62455.10157
Q07139,Ect2,57407.6021,51352.73997,54356.95961,96400.08683,94087.46371,99698.54312,93924.41141,132421.8835,126187.5024,80996.06422
Q8BJT9,Edem2,52434.64123,47411.21725,51559.45256,69554.81132,72665.21047,84412.60846,66941.26314,72348.95375,80059.60478,72331.54896
Q9JMG1,Edf1,887197.206,957710.9727,982943.3827,1383043.745,1345875.759,1393178.097,1183258.983,1508630.227,1507568.917,1191410.072
P48302,Ednrb,94655.54931,93012.59365,93582.09142,116387.1886,120422.1343,124799.576,112324.8701,144803.7391,143894.005,160925.3973
P10126,Eef1a1,25367061.16,26062362.72,26402332.92,39491940.68,39858449.18,42701747.9,38123217.67,43016534.92,45574257.81,38115770.07
O08796,Eef2k,88259.23464,94606.65759,97248.6954,125958.6658,124942.7774,119655.4285,114048.7842,184965.9633,157707.3929,155817.7543
Q5DW34,Ehmt1,123530.6824,129036.7181,137795.3117,269410.7221,274921.2423,306382.2682,238917.2143,322433.3276,352223.1684,254521.1681
Q8BMJ3,Eif1ax,1283459.157,1287308.953,1351492.436,1851019.157,1735389.671,1922098.771,1676908.733,2135820.934,1931001.665,1697122.556
Q8BJW6,Eif2a,590064.9085,622615.2935,605715.1651,869832.5434,858433.6735,938433.3427,784217.6811,907213.2175,962295.0696,785791.708
Q99L45,Eif2s2,577613.4086,592748.8378,588716.0968,819796.2939,797054.157,847684.6678,721022.8972,933129.6142,918074.7167,790517.3181
Q9Z1D1,Eif3g,823966.909,800326.1421,857619.7674,1127790.605,1146594.179,1237959.98,1170580.822,1221009.426,1330419.137,1022240.229
Q8QZY1,Eif3l,1143089.261,1104942.699,1157867.805,1590094.199,1588860.188,1663618.102,1552318.818,1752237.339,1824600.16,1504907.115
Q8BGY2,Eif5a2,5805181.376,5678668.718,5972578.866,7976410.278,8510181.887,8037181.23,7556396.643,8700804.839,8996480.926,6442407.566
Q3TAS6,Emc10,200800.9287,257717.5047,200232.3308,266009.8612,261814.0934,307305.6396,263077.3268,327701.3537,335423.995,282541.9523
Q9CZX9,Emc4,395136.0087,394188.7386,411174.8532,592364.9895,597384.0947,639558.0716,501937.2919,688215.1844,681428.7475,636148.4515
O35130,Emg1,163102.3033,170363.4434,163599.2036,256729.7211,253734.5145,278787.1377,255095.3858,303148.5588,334427.5635,256994.8821
B2RWS6,Ep300,193192.0008,201929.4922,201445.4747,256259.5949,263045.3989,259662.9585,239604.4802,306281.3335,305252.9234,241563.0656
Q8CGC7,Eprs,2330492.415,2486690.287,2487021.703,3712583.645,3563439.038,4030013.777,3400612.666,4775167.262,4654787.831,4028781.935
Q9EQH2,Erap1,212045.2916,224330.3333,224350.8259,342949.9734,332429.6281,401993.001,350009.1459,523632.9523,493738.444,455209.1594
Q8BHK9,Ercc6l,75670.31473,74822.82629,76320.78204,112280.3945,121025.5612,122729.9282,114682.1357,154441.9469,163630.7276,112626.7039
P84089,Erh,375386.1913,366742.9022,375072.9019,517016.9834,531369.4873,545476.417,517824.9948,634892.0757,655685.0945,498358.2362
E9PY43,Erich1,117020.1455,121820.2596,119701.1001,171604.6832,183505.2911,180600.5235,168023.9922,185037.7476,171914.3684,140041.7133
Q3UVK0,Ermp1,721832.1788,757497.9766,733154.8382,1015324.512,928564.7623,1061090.543,923850.1974,1277831.063,1340723.603,1045576.086
Q69Z69,Esco1,36791.31192,35201.37999,36899.04201,48944.37073,51395.15635,52061.01552,42569.43964,60850.58231,66563.2417,49822.65919
Q8CIB9,Esco2,9445.454508,11161.18914,8208.282674,17632.62365,19605.135,20638.61106,19051.24084,33038.96202,38761.39168,17983.94714
Q3V1V3,Esf1,381377.3626,407894.741,395803.3538,577715.9335,578318.2857,575637.2322,527675.557,701279.7707,675386.8683,492923.5475
Q8R4Z4,Etv3,9000.879958,7021.350236,8328.889881,13214.45141,12920.39819,12251.06213,9146.556399,15724.42857,12774.54635,9173.28481
P97360,Etv6,133752.024,121977.4968,135046.9583,213528.3568,225166.8931,220366.8962,219711.6069,238055.3729,224878.4876,198486.8036
Q8VD58,Evi2b,28624.45646,28288.07268,25285.53576,58011.9975,54546.28167,57356.04687,48579.90764,60113.61757,50229.91003,58117.29935
Q61545,Ewsr1,515059.8035,501720.9526,516434.5499,695550.2881,710485.8376,739252.0621,667461.0345,872376.2998,792122.5156,627038.724
Q8VBV3,Exosc2,181707.2709,186377.641,190304.1911,242100.7036,236494.3432,250748.6823,241958.4393,283210.3161,285186.2156,233848.6944
Q7TQK4,Exosc3,104744.4952,108597.9354,106613.2764,148781.362,142124.2322,156092.2419,143876.8579,173677.1406,185757.408,142045.6327
Q9CRA8,Exosc5,116256.483,122634.0901,119271.9601,183321.0857,172795.0763,198465.9246,164788.0505,222803.3335,213110.7513,184858.8869
Q9D0M0,Exosc7,119833.5613,134472.8607,127807.0785,173055.7324,190748.2275,179450.4045,163131.7504,202120.4579,211308.4741,167424.8301
Q9D753,Exosc8,133919.2938,134773.8542,139226.2928,173628.5647,172574.3111,182785.872,171371.0859,204732.5886,211892.0359,170743.2169
Q61188,Ezh2,171168.1894,140142.2399,131319.4405,183770.633,203900.4576,178160.4212,202020.8261,217988.5144,234154.0307,172350.9898
P19221,F2,55435.4874,53007.31481,54723.18708,80315.19419,84640.22675,71934.45024,93805.05132,127728.3578,93796.16897,71786.08326
G3UWE2,F830016B08Rik,40689.74579,52524.08908,44719.0623,71770.07948,54115.0417,74730.0546,64389.37229,107922.4681,78864.5645,115201.2898
Q05816,Fabp5,4783657.369,5316090.582,4707319.19,10636563.65,9098770.404,9659832.27,7875551.367,10241494.47,10178629.21,9422022.593
Q61160,Fadd,135995.9754,140722.592,141304.4547,211843.1132,223038.9558,233277.6074,199189.0592,270623.5236,282942.002,195455.7885
Q9Z0R9,Fads2,203537.8211,207619.2543,212399.9849,346639.2176,364745.5988,406168.9782,379684.3958,421415.8721,477840.7746,501896.8208
Q5SVD0,Fam101b,78638.95986,73937.49592,78903.17493,109160.9086,126656.8845,149576.936,108988.6668,202799.4105,179970.5254,167642.3236
Q9D2L9,Fam111a,59192.52491,61361.46655,58200.3363,95921.92511,104711.062,102905.036,89019.97432,124744.1975,140819.6201,83283.78282
Q921K8,Fam115c,75518.58628,87059.73191,87567.41292,118131.428,109492.6718,115162.389,95651.45164,128513.1955,122192.0014,115520.4758
Q8C569,Fam118b,62251.90116,61225.39947,56136.60071,96374.20035,88536.81996,102383.5469,95830.57703,108622.3543,107792.1773,84901.97531
Q3UW53,Fam129a,181351.3471,195658.7447,172967.9415,236737.3914,238421.8299,256613.8693,202508.8431,328119.3354,301623.6402,263371.9896
Q80VF6,Fam181b,31121.48812,26533.89698,35960.80121,97211.56606,78193.57613,93621.45385,64147.03561,157777.5702,112631.7592,86018.87722
Q8C6C7,Fam204a,25739.27083,29047.68255,23030.90358,40073.00177,36426.63847,43855.12666,40717.35339,51773.83703,53645.62907,31230.70777
Q80ZQ9,Fam206a,22484.33252,19765.72378,22008.70546,31672.99123,31279.35958,36560.84474,32319.61246,43898.74504,40741.56348,30954.12596
Q5DTT3,Fam208b,146772.475,140163.7099,144163.6319,232250.2593,221078.6759,216337.358,214366.9839,259888.4741,273475.2408,198348.2557
Q9CR80,Fam32a,85001.19179,91541.98816,92692.90756,128686.2128,123786.3346,124073.3182,120407.5539,143152.1078,165826.2651,115087.4894
Q91VU0,Fam3c,243996.6322,254597.1077,268221.0197,311016.8748,314522.6148,320277.5986,313878.0548,385589.5292,379312.1333,331263.6922
Q9WV03,Fam50a,210429.9771,211538.1563,217330.9285,285513.4843,288465.6848,295182.9701,277324.8692,342366.0753,358089.5345,279970.1691
Q9WTJ8,Fam50b,121718.5612,130502.9749,130135.8629,148085.2639,160576.6671,171214.236,164230.6205,185925.3897,205393.9392,158201.9862
Q8BFY7,Fam64a,18172.59409,18612.77993,18060.44766,26863.26556,27876.99777,27364.24066,23631.29146,34743.20731,32705.36819,25166.10877
Q80XP8,Fam76b,78584.1581,80259.69011,64184.76621,139856.3395,130093.0017,141497.3284,115318.3208,238333.6909,188896.9975,126966.4433
Q3UZW7,Fam86a,18331.23368,17404.63455,18516.7493,22971.01373,23460.95361,25086.93805,24780.22976,29149.37044,29894.31094,25160.73143
Q9DCL2,Fam96a,30814.47938,27461.44619,28740.57729,50746.0825,49206.19,48001.86817,45749.5087,46017.00707,49789.33859,44355.17166
Q9JL70,Fanca,25154.51165,23521.96031,24213.10087,30316.66653,28817.6893,27950.80313,32753.22174,41693.64859,42485.17306,31111.3422
Q80V62,Fancd2,107331.8499,103364.194,95489.31441,145081.6347,156335.5692,166292.3989,141768.3122,176869.1349,204204.1078,140499.2632
Q9EQR6,Fancg,36249.95464,35205.14788,35617.48778,60618.97576,66679.75267,62005.82012,59082.2998,69174.16739,83839.47401,47984.6807
Q8K368,Fanci,140683.4948,145345.4092,145124.641,242106.8785,266418.8596,280986.9724,245932.7733,313476.1218,349398.5184,231196.1562
P25446,Fas,115212.1833,130365.7305,131272.7266,174980.3453,161829.6845,232212.301,183591.076,337210.5742,285215.243,373807.3469
P62862,Fau,2255420.336,2305340.394,2326589.213,3779593.377,3438975.404,3614493.589,3317778.599,4530910.594,3675545.022,3138318.151
P35550,Fbl,1965068.182,2048370.811,2095807.475,3234755.326,3198771.982,3464132.65,2879217.019,3606043.586,3804185.844,2801000.662
A2AQ53,Fbn1,59244.74174,63605.35596,54358.86699,66543.56014,75294.84135,69740.85344,62819.5867,99855.25185,102908.344,87122.36665
Q61555,Fbn2,80446.64348,88207.27622,78226.86027,128330.0867,143221.0374,133788.0583,119675.4851,173815.4662,203249.9154,130075.5091
Q8BIG4,Fbxo28,63713.12894,62480.6683,76628.65986,87075.86793,91616.381,79033.50462,84506.66143,105869.7157,109302.3705,85197.83653
Q8CDI2,Fbxo43,29883.90769,28859.83962,31213.9513,45027.29994,48196.32247,50831.03273,48088.57584,44554.42729,52399.41072,41377.24497
P08101,Fcgr2,264684.375,241613.511,256132.1378,338791.5291,344259.8497,458215.2892,330971.5068,484458.045,398506.539,458171.2727
Q3UQN2,Fcho2,426949.4639,426054.8538,442607.7697,587341.1741,590942.9381,622745.1667,574562.002,706228.2101,664989.4046,577839.4382
Q3USJ8,Fchsd2,295525.4242,306114.2103,311014.5363,438558.8666,453883.3556,441578.8605,447916.88,504336.2428,515998.0924,447823.8439
P39749,Fen1,489906.9077,498695.9272,495102.8387,795011.1603,796646.6615,812604.9986,774603.6293,1107204.991,1169849.28,726193.4903
Q8CIB5,Fermt2,1597459.846,1594167.997,1544578.212,1927641.248,1808902.64,2131741.056,1935080.46,2428000.494,2679684.992,2318658.977
Q9QXC1,Fetub,61354.54307,61098.03292,59633.61134,103077.1022,103280.4292,86438.41999,117080.6443,126744.0084,119435.2791,85523.99833
Q6TYB5,Fez2,97605.68089,96588.73519,98751.10337,155593.151,164368.5957,178298.5838,149434.6621,172080.8257,175322.5709,156207.2806
E9PV24,Fga,183088.1411,175164.3829,176893.8855,443395.2106,550661.604,359435.2301,405276.0172,483817.4106,344470.289,289084.1117
Q8K0E8,Fgb,143763.6652,140212.9364,137138.9328,338078.3564,417472.1131,253374.4797,275734.4955,366855.8168,247850.4115,230274.2305
Q66JX5,Fgfr1op,48120.92454,48190.00307,50209.56336,65538.34661,65419.64914,70702.52375,60192.46073,78897.31598,87735.99293,68512.75957
Q8VCM7,Fgg,173769.2716,174410.965,148119.2804,344946.0779,467269.5509,298051.1876,332511.7131,380628.7378,280954.0442,233822.5983
Q9R059,Fhl3,55140.10832,53939.68529,51616.42376,116416.0177,120740.8598,134663.9181,89377.24037,126087.907,108271.5217,121600.1814
Q9D824,Fip1l1,401207.4293,416485.6271,408120.2351,538384.3085,515740.5736,533443.5333,489555.1491,644636.8837,630890.8068,502320.8951
P59024,Fkbp14,77322.64368,82987.75529,79701.04732,119551.8988,129362.1875,131832.8593,115381.3758,145294.5389,138453.2707,129725.5255
O54998,Fkbp7,87531.0682,87857.21008,82497.53465,166687.2429,185114.5893,180959.5569,148177.8064,192572.6188,160628.0461,171432.1716
Q9Z247,Fkbp9,250945.2683,253902.6215,256505.0091,425043.0628,432491.3193,422963.9944,379536.0591,541696.5102,490788.1784,475663.7877
Q8BTM8,Flna,1906553.565,2099352.603,1882670.252,3511997.138,3768268.315,4047572.087,3400797.667,3984711.204,3755953.335,3630401.148
Q8VHX6,Flnc,657486.0064,687102.4475,656803.2382,1409712.532,1127308.536,1549623.068,1172867.589,1500449.273,1110719.304,1251685.807
B2RXV4,Flvcr1,58095.78283,61015.72795,61533.50018,81017.51783,89770.18387,73484.01456,83830.35132,98143.75466,108575.7571,86983.29592
P11276,Fn1,351041.5554,370139.4977,352902.6748,478617.3518,540919.1386,518544.9003,512998.4571,644083.613,560906.1509,564257.3539
Q8BX90,Fndc3a,161255.451,163463.593,172548.1381,225542.0144,225389.4411,226310.7685,212661.1224,272270.5536,273012.1196,252651.2407
O08696,Foxm1,37207.58889,41204.73511,36717.9614,53365.64708,56834.9332,52772.6834,49732.0979,75856.35526,81688.71618,49753.73184
P97376,Frg1,81561.03001,88103.28493,86263.95851,112809.6382,109861.5942,108137.1135,93592.75098,137886.6864,131781.5357,95096.55089
Q8CBC7,Ftsj1,62105.19303,54388.76432,58826.18492,91572.66612,100065.0905,101678.8518,85186.58293,91647.04001,100272.4383,88755.01336
Q9DBE9,Ftsj3,204534.7838,215030.2067,212802.7,353134.0851,340365.2314,351017.3328,298071.7711,393526.6118,384328.6821,289025.1048
Q91WJ8,Fubp1,4225126.587,4263726.943,4535291.402,6333464.044,6593192.314,6446734.551,6025596.193,7381043.56,7360514.668,5378864.39
A2AJ71,Fubp3,295548.1225,385439.6673,299297.351,543678.1763,539181.5133,574082.6812,511518.476,728703.8853,764361.3435,554023.7278
Q99LJ1,Fuca1,162598.7686,161595.7892,176860.1678,230259.5763,238397.7438,233369.129,226978.2048,293052.7263,285313.7926,245396.8537
Q8BHC9,Fut11,244455.1509,227034.6245,250415.4647,307467.8754,291306.3524,311158.3691,302210.3,371228.2343,384304.9458,304670.946
Q9WTS2,Fut8,209597.1337,205100.9288,210823.4727,274196.7961,280422.4852,262737.4156,259477.83,397825.0468,388418.8152,331353.5465
P97808,Fxyd5,19177.97877,17277.75342,21276.65352,23577.29174,26259.45367,22227.93245,24692.39293,28957.85013,30474.44018,23634.2957
Q5RJY2,G2e3,27962.30241,28232.56209,29216.17566,47237.57043,51160.45628,50467.47369,42958.37093,49027.89714,53556.15057,36034.00553
P97855,G3bp1,1634831.644,1681999.692,1674651.125,2472679.495,2564306.81,2525260.099,2496921.512,2717686.253,2839770.1,2160547.617
Q00420,Gabpb1,50512.89304,53486.40963,55985.64702,64118.57995,75643.03282,66297.23117,62569.22848,79602.12064,90310.06555,57733.13968
Q3V1B8,Gal3st4,62540.84614,61826.23285,59935.16474,77993.98876,77050.50825,80017.97011,83537.89901,107628.9969,81288.77521,103907.5776
O08912,Galnt1,144611.7596,153918.4922,160516.5106,194259.9449,192737.1779,207519.1715,197530.6105,280480.7638,278648.304,232270.335
Q6P9S7,Galnt10,85507.72732,85291.25635,100768.166,130243.2356,139971.4719,125771.788,128791.1431,156547.8161,159517.2774,145791.8205
Q6PB93,Galnt2,374161.3916,386228.392,412642.2181,520397.9883,534689.0543,565801.7091,488901.7053,705563.4211,650231.4246,580169.7586
O08832,Galnt4,18379.81418,17763.0283,21891.47144,24719.37811,24224.29717,27203.54472,22023.03703,35172.6186,31404.70284,36167.79025
Q80VA0,Galnt7,87680.85626,89789.16812,88994.14902,155745.704,156624.6413,176959.8243,133688.6995,199159.8762,190983.4003,149201.6341
Q9CY66,Gar1,420911.9413,406645.7842,391433.5632,691599.2201,684972.5858,662476.0421,566265.5861,700858.1139,822068.5426,562209.1249
Q6PAJ3,Gareml,183354.6956,198203.095,187858.23,242830.1949,224061.5849,251612.7491,224462.0378,289077.2819,304513.203,239389.6192
Q8CHY6,Gatad2a,235482.6446,249958.7176,248898.6845,326879.3438,317800.9316,338670.9247,303824.5846,370757.3242,371027.5832,295928.4864
Q01514,Gbp1,131008.5651,143650.7035,140626.3934,228919.4852,206611.5873,266039.4994,256882.4863,233343.6003,259050.4667,242173.7415
Q000W5,Gbp10,478850.9493,485299.4714,605821.0783,1055554.407,1000386.592,1259879.221,1175551.287,1580522.843,1397500.512,1577175.248
Q9Z0E6,Gbp2,819783.7925,878763.5189,850205.5715,2137197.829,1961330.787,2426709.662,2321350.917,2854331.816,2226287.983,2302895.246
Q8CFB4,Gbp5,277860.9636,282773.668,286802.2613,497832.4987,451944.9143,588036.4277,522722.5804,758134.9679,701417.7102,776345.4309
